too_id,fiber_type,catalogid,sdss_id,gaia_dr3_source_id,twomass_pts_key,sky_brightness_mode,ra,dec,pmra,pmdec,epoch,parallax,lambda_eff,u_mag,g_mag,r_mag,i_mag,z_mag,optical_prov,gaia_bp_mag,gaia_rp_mag,gaia_g_mag,h_mag,delta_ra,delta_dec,can_offset,inertial,n_exposures,priority,active,expiration_date,observed
157,APOGEE,63050396027204925,,5822881300039026304,,,239.84234619140625,-65.36935425,-4.051063,-3.715188,,0.08855469,,,,,,,,16.171309,14.861448,15.589646,,,,TRUE,,3,5,TRUE,,FALSE
158,APOGEE,,,,,,187.54679114944915,-70.0078391,,,,,,,,,,,,,,14.369969,,,,TRUE,,3,5,TRUE,,FALSE
159,APOGEE,,,,,,241.82476806640625,-25.30934525,-6.559978,1.9578153,,0.8349027,,,,,,,,,,14.403549,,,,TRUE,,3,5,TRUE,,FALSE
160,APOGEE,,,,,,59.60449981689453,21.155357360839844,41.740623,-31.136133,,3.9915352,,,,,,,,,,13.705391,,,,TRUE,,3,5,TRUE,,FALSE
161,APOGEE,63050395576809794,,4203563691802320640,,,284.2885437011719,-9.196439743,-1.7588122,-5.255824,,0.15524632,,,,,,,,16.20432,14.46274,15.405895,,,,TRUE,,3,5,TRUE,,FALSE
162,BOSS,,,,,,12.843499183654785,61.68128967285156,-2.8507812,-0.8932814,,0.24784175,,,,,,,,,,15.94241,,,,TRUE,,3,5,TRUE,,FALSE
163,APOGEE,,,,,,327.9395446777344,22.576263427734375,,,,,,23.38508,21.230928,19.675802,18.738052,18.181986,,,,,,,,TRUE,,3,5,TRUE,,FALSE
164,APOGEE,,,5447475285453629568,,,156.2827911376953,-34.25658417,-8.509782,-0.83389175,,1.3120991,,,,,,,,15.0399685,14.113494,14.662061,,,,TRUE,,3,5,TRUE,,FALSE
165,APOGEE,63050396571191797,,,801897472,,64.29582977294922,46.18185806274414,,,,,,,,,,,,,,,14.082,,,TRUE,,3,5,TRUE,,FALSE
166,BOSS,,,,,,251.24901026995926,20.761072247801053,,,,,,,,,,,,,,12.419063,,,,TRUE,,3,5,TRUE,,FALSE
167,APOGEE,,,,,,158.69978100147583,28.011140166951037,,,,,,11.282053,11.282053,11.282053,11.282053,11.282053,,,,,,,,TRUE,,3,5,TRUE,,FALSE
168,BOSS,,,,,,208.5288086,56.69211196899414,,,,,,22.887766,22.028564,20.931177,20.35667,19.90541,,,,,,,,TRUE,,3,5,TRUE,,FALSE
169,BOSS,,,,,,294.1585777,30.838738743737466,,,,,,19.05826,19.05826,19.05826,19.05826,19.05826,,,,,,,,TRUE,,3,5,TRUE,,FALSE
170,APOGEE,,,,,,55.19068908691406,49.30854034423828,,,,,,20.112598,18.448915,17.632612,17.253395,17.066784,,,,,,,,TRUE,,3,5,TRUE,,FALSE
171,BOSS,,,,,,208.2292798918539,-45.10495813,,,,,,,,,,,,,,19.879662,,,,TRUE,,3,5,TRUE,,FALSE
172,APOGEE,,,4472814268166346496,,,269.6982422,4.5690732,0.8074396,-5.3014293,,0.1342601,,,,,,,,15.217981,13.774918,14.558535,,,,TRUE,,3,5,TRUE,,FALSE
173,BOSS,,,5984982780373103232,,,241.364502,-46.14024734,-3.2645855,-4.710714,,0.55543506,,,,,,,,15.941187,14.714792,15.411075,,,,TRUE,,3,5,TRUE,,FALSE
174,BOSS,,,,,,193.87478637695312,13.071717262268066,,,,,,24.209127,23.345558,21.67536,21.011944,20.569208,,,,,,,,TRUE,,3,5,TRUE,,FALSE
175,BOSS,,,,,,82.84574890136719,2.6591269969940186,,,,,,24.490797,24.329973,22.519716,21.054262,20.071192,,,,,,,,TRUE,,3,5,TRUE,,FALSE
176,BOSS,,,,,,258.9907531738281,-30.33228111,-3.9985204,-9.540714,,0.89164203,,,,,,,,,,15.450352,,,,TRUE,,3,5,TRUE,,FALSE
177,BOSS,,,2023925689559897088,,,289.7858887,25.650304794311523,12.421347,10.415708,,2.62943,,,,,,,,14.714386,13.548961,14.210527,,,,TRUE,,3,5,TRUE,,FALSE
178,APOGEE,,,,,,168.18912667385493,30.92086427852159,,,,,,,,,,,,,,17.119446,,,,TRUE,,3,5,TRUE,,FALSE
179,BOSS,,,,800904386,,94.24214935302734,36.041690826416016,,,,,,,,,,,,,,,14.591,,,TRUE,,3,5,TRUE,,FALSE
180,BOSS,,,,,,294.4983825683594,-7.600120544,,,,,,24.201746,23.44475,21.78171,21.078547,20.620617,,,,,,,,TRUE,,3,5,TRUE,,FALSE
181,BOSS,,,4057802126813382016,,,261.6661071777344,-32.06982422,-3.181779,-2.1856582,,1.9901395,,,,,,,,14.366076,13.229444,13.891513,,,,TRUE,,3,5,TRUE,,FALSE
182,APOGEE,,,5844009652906745344,,,200.8880615234375,-70.40213776,-8.01176,-5.2102246,,0.05271804,,,,,,,,16.114222,14.795244,15.553161,,,,TRUE,,3,5,TRUE,,FALSE
183,BOSS,,,,,,261.1799011230469,-38.81180573,-0.50103647,-2.0754387,,0.16245322,,,,,,,,,,14.955585,,,,TRUE,,3,5,TRUE,,FALSE
184,BOSS,63050395054009209,,,757824287,,317.6270751953125,66.22753143310547,,,,,,,,,,,,,,,13.604,,,TRUE,,3,5,TRUE,,FALSE
185,BOSS,63050396148003068,,5887450841951034240,,,226.91937255859375,-54.71531677,-2.488071,-3.678781,,0.6365667,,,,,,,,16.183224,14.9205065,15.634026,,,,TRUE,,3,5,TRUE,,FALSE
186,BOSS,63050394922122699,,1954457445378886272,,,326.6565856933594,40.71246337890625,-1.7632521,-1.5674198,,0.68275404,,,,,,,,15.516054,14.383638,15.033053,,,,TRUE,,3,5,TRUE,,FALSE
187,APOGEE,,,,,,243.71475219726562,8.353689193725586,,,,,,20.809269,18.614685,17.764248,17.451372,17.281826,,,,,,,,TRUE,,3,5,TRUE,,FALSE
188,APOGEE,63050396529839439,113555911,6757538098559982720,,,286.82989501953125,-30.96113014,-2.8509324,-1.7290916,,0.041487724,,,,,,,,16.370113,14.623442,15.520707,,,,TRUE,,3,5,TRUE,,FALSE
189,BOSS,,,,,,5.926082304739078,33.742694797812774,,,,,,,,,,,,,,13.502087,,,,TRUE,,3,5,TRUE,,FALSE
190,APOGEE,,,,161294968,,236.55580139160156,-32.28580856,,,,,,,,,,,,,,,15.925,,,TRUE,,3,5,TRUE,,FALSE
191,APOGEE,,,,,,138.98394775390625,26.898181915283203,-8.336913,-3.9110324,,0.68013984,,,,,,,,,,11.610072,,,,TRUE,,3,5,TRUE,,FALSE
192,BOSS,,,,,,292.3936863445692,-82.87058336,,,,,,15.882666,15.882666,15.882666,15.882666,15.882666,,,,,,,,TRUE,,3,5,TRUE,,FALSE
193,BOSS,63050396286834582,105638663,5967165194405248640,,,256.26776123046875,-39.74424362,0.5756708,-1.0651655,,0.41620448,,,,,,,,17.247837,13.611119,14.978188,,,,TRUE,,3,5,TRUE,,FALSE
194,BOSS,,,,,,190.98094177246094,-10.15176678,0.94922966,-13.742431,,2.043193,,,,,,,,,,13.179207,,,,TRUE,,3,5,TRUE,,FALSE
195,APOGEE,63050394946410938,65788188,2006594534430399872,,,339.1441650390625,56.04572677612305,8.904543,13.167531,,0.5812226,,,,,,,,16.422789,15.377684,15.990764,,,,TRUE,,3,5,TRUE,,FALSE
196,BOSS,,,,,,189.61007690429688,34.30216598510742,,,,,,25.20778,23.033634,21.289375,20.658276,20.114435,,,,,,,,TRUE,,3,5,TRUE,,FALSE
197,BOSS,,,,,,166.7301239,-50.11071708,,,,,,,,,,,,,,16.583065,,,,TRUE,,3,5,TRUE,,FALSE
198,APOGEE,,,,,,324.63651171276115,76.65835282842761,,,,,,15.860367,15.860367,15.860367,15.860367,15.860367,,,,,,,,TRUE,,3,5,TRUE,,FALSE
199,APOGEE,,,,,,341.74710531311894,-51.43609997,,,,,,17.86398,17.86398,17.86398,17.86398,17.86398,,,,,,,,TRUE,,3,5,TRUE,,FALSE
200,BOSS,,,2004163617304059904,,,333.1196289,52.08082962036133,1.2852561,-0.30176,,0.36579403,,,,,,,,15.443185,14.5720625,15.096612,,,,TRUE,,3,5,TRUE,,FALSE
201,APOGEE,,,,,,332.74690208160763,26.06552149320406,,,,,,,,,,,,,,13.253478,,,,TRUE,,3,5,TRUE,,FALSE
202,APOGEE,,,,,,52.104434967041016,-6.528459549,,,,,,24.822882,23.89836,24.840467,24.233374,23.311459,,,,,,,,TRUE,,3,5,TRUE,,FALSE
203,BOSS,,,,,,76.74251095825286,26.50233146903051,,,,,,18.069836,18.069836,18.069836,18.069836,18.069836,,,,,,,,TRUE,,3,5,TRUE,,FALSE
204,BOSS,,,1496888912606063104,,,208.09271240234375,38.84844970703125,1.3851037,-8.001816,,1.068554,,,,,,,,14.8604555,13.967966,14.495973,,,,TRUE,,3,5,TRUE,,FALSE
205,BOSS,,,,,,84.16385168502775,-13.44468253,,,,,,,,,,,,,,14.463943,,,,TRUE,,3,5,TRUE,,FALSE
206,BOSS,,,21729755674531712,,,40.287235260009766,9.58453083,16.563494,-9.90541,,1.6310456,,,,,,,,15.053781,13.881147,14.547879,,,,TRUE,,3,5,TRUE,,FALSE
207,APOGEE,,,,,,293.7564221811903,-9.162181507,,,,,,15.046597,15.046597,15.046597,15.046597,15.046597,,,,,,,,TRUE,,3,5,TRUE,,FALSE
208,BOSS,,,,,,290.9150532810235,-39.56686517,,,,,,,,,,,,,,11.556087,,,,TRUE,,3,5,TRUE,,FALSE
209,BOSS,,,,,,284.5955505371094,11.410357475280762,3.617569,-3.642101,,1.8233423,,,,,,,,,,15.330822,,,,TRUE,,3,5,TRUE,,FALSE
210,BOSS,,,,,,262.3737793,31.639211654663086,,,,,,23.608046,25.114317,24.501036,24.647106,20.60317,,,,,,,,TRUE,,3,5,TRUE,,FALSE
211,APOGEE,,,,,,113.01869201660156,28.357545852661133,,,,,,24.997692,23.011667,22.536375,22.610422,23.476704,,,,,,,,TRUE,,3,5,TRUE,,FALSE
212,BOSS,,,,,,196.5323486328125,62.50304031,,,,,,22.68929,23.519281,22.371004,21.82737,21.125847,,,,,,,,TRUE,,3,5,TRUE,,FALSE
213,BOSS,,,,,,176.4287567138672,4.783514976501465,,,,,,22.978958,23.252066,24.233232,23.15292,22.470022,,,,,,,,TRUE,,3,5,TRUE,,FALSE
214,BOSS,,,,,,278.4013366699219,-18.81860924,2.1777713,-2.770039,,1.9763951,,,,,,,,,,15.284637,,,,TRUE,,3,5,TRUE,,FALSE
215,BOSS,,,,,,62.69222640991211,44.075008392333984,-1.1885136,-1.2036417,,0.36271265,,,,,,,,,,15.648644,,,,TRUE,,3,5,TRUE,,FALSE
216,BOSS,,,,,,79.19980681370927,73.22619696856933,,,,,,,,,,,,,,14.983305,,,,TRUE,,3,5,TRUE,,FALSE
217,APOGEE,,,5391354287828213504,,,160.44200134277344,-42.35755539,-9.177196,6.5275445,,0.37144372,,,,,,,,15.648958,14.5100355,15.159582,,,,TRUE,,3,5,TRUE,,FALSE
218,BOSS,,,,608693941,,228.3907012939453,-53.26818085,,,,,,,,,,,,,,,15.121,,,TRUE,,3,5,TRUE,,FALSE
219,APOGEE,,,4045209901225874944,,,276.3653259277344,-32.32202911,-2.4883888,-2.7885587,,0.11899914,,,,,,,,15.775698,14.264627,15.090936,,,,TRUE,,3,5,TRUE,,FALSE
220,BOSS,,,,,,287.1069641113281,48.14677810668945,6.4676185,-3.543613,,1.7724363,,,,,,,,,,14.426527,,,,TRUE,,3,5,TRUE,,FALSE
221,APOGEE,,,,,,337.6748352050781,22.750871658325195,,,,,,22.271988,25.241003,25.384706,24.261948,22.888098,,,,,,,,TRUE,,3,5,TRUE,,FALSE
222,APOGEE,,,5936905088302842368,,,251.52174377441406,-52.06861877,-3.6866062,-10.862063,,1.3344207,,,,,,,,11.116587,9.74369,10.499817,,,,TRUE,,3,5,TRUE,,FALSE
223,BOSS,,,5358012491083432960,,,156.39268493652344,-50.58660507,-5.565849,8.165027,,0.8573523,,,,,,,,15.883036,14.8255,15.439669,,,,TRUE,,3,5,TRUE,,FALSE
224,BOSS,,,,,,10.849310431738326,17.507725466275957,,,,,,11.822677,11.822677,11.822677,11.822677,11.822677,,,,,,,,TRUE,,3,5,TRUE,,FALSE
225,BOSS,,,,,,268.2889404296875,23.54013442993164,5.2176805,7.7810826,,0.9422425,,,,,,,,,,15.434048,,,,TRUE,,3,5,TRUE,,FALSE
226,BOSS,,,1800450604019178752,,,324.7470703,27.07453727722168,2.8251352,0.106735095,,0.87769127,,,,,,,,15.935665,14.940728,15.533101,,,,TRUE,,3,5,TRUE,,FALSE
227,APOGEE,63050394911985003,64398328,1872812453553619072,,,313.376709,38.93260574,-1.9979454,-1.9001839,,0.29784358,,,,,,,,15.093804,13.285848,14.409677,,,,TRUE,,3,5,TRUE,,FALSE
228,BOSS,63050396368506471,,6027923279277168640,,,252.3264923095703,-30.91301537,-0.47721133,-2.7165391,,0.14906284,,,,,,,,16.506794,14.617592,15.571203,,,,TRUE,,3,5,TRUE,,FALSE
229,APOGEE,63050395922353978,,5398390784287715456,,,173.8163604736328,-35.18009949,-8.203925,2.146045,,1.0643536,,,,,,,,16.111086,15.023605,15.647184,,,,TRUE,,3,5,TRUE,,FALSE
230,APOGEE,,,,,,62.45156145554627,-81.97347349,,,,,,17.740475,17.740475,17.740475,17.740475,17.740475,,,,,,,,TRUE,,3,5,TRUE,,FALSE
231,BOSS,,,,,,22.743648529052734,51.266571044921875,,,,,,23.526623,21.051273,19.441263,18.791553,18.241438,,,,,,,,TRUE,,3,5,TRUE,,FALSE
232,BOSS,,,,,,103.47381591796875,2.426119089126587,2.0629268,-4.952248,,0.9015486,,,,,,,,,,11.830829,,,,TRUE,,3,5,TRUE,,FALSE
233,APOGEE,,,4068417842934354432,,,265.8702697753906,-23.64971924,-0.622478,-0.5309592,,0.3277213,,,,,,,,15.496595,13.230395,14.306583,,,,TRUE,,3,5,TRUE,,FALSE
234,BOSS,,,,,,260.7912110731504,-69.09527089,,,,,,,,,,,,,,12.68287,,,,TRUE,,3,5,TRUE,,FALSE
235,APOGEE,,,,476368393,,224.1922607421875,-52.68593979,,,,,,,,,,,,,,,15.393,,,TRUE,,3,5,TRUE,,FALSE
236,BOSS,,,,,,306.4517222679042,-68.98874701,,,,,,17.970772,17.970772,17.970772,17.970772,17.970772,,,,,,,,TRUE,,3,5,TRUE,,FALSE
237,APOGEE,63050396434380401,,6096032389584133504,,,211.62118530273438,-46.17723465,-12.430888,-5.1364303,,1.2661645,,,,,,,,15.6298685,14.606727,15.251596,,,,TRUE,,3,5,TRUE,,FALSE
238,APOGEE,,,,,,6.043114662,-12.90087605,,,,,,24.843203,24.544159,25.352024,23.834915,20.635614,,,,,,,,TRUE,,3,5,TRUE,,FALSE
239,BOSS,,,,,,353.0296325683594,66.05979156,,,,,,24.636906,25.144846,19.409851,24.33128,20.0094,,,,,,,,TRUE,,3,5,TRUE,,FALSE
240,BOSS,,,4435614903577731840,,,250.29515075683594,5.708816051483154,-6.114963,2.0305336,,1.4258776,,,,,,,,14.518869,13.6278105,14.15838,,,,TRUE,,3,5,TRUE,,FALSE
241,BOSS,,,1624737341544648064,,,245.5135955810547,59.780487060546875,5.295288,-3.5337133,,3.736557,,,,,,,,12.863421,11.980861,12.509692,,,,TRUE,,3,5,TRUE,,FALSE
242,APOGEE,,,,,,242.25900268554688,46.28569793701172,,,,,,23.587397,23.045275,22.622324,22.627691,22.049667,,,,,,,,TRUE,,3,5,TRUE,,FALSE
243,BOSS,,,,,,106.73589324951172,-46.37025452,0.6417522,-6.8648586,,1.0575451,,,,,,,,,,14.8115835,,,,TRUE,,3,5,TRUE,,FALSE
244,APOGEE,,,,,,122.9651107788086,11.55028247833252,,,,,,22.40554,25.997234,25.13293,24.897606,22.9654,,,,,,,,TRUE,,3,5,TRUE,,FALSE
245,BOSS,,,,,,318.9789123535156,12.714149475097656,,,,,,24.74784,23.363575,21.680227,20.295362,19.469025,,,,,,,,TRUE,,3,5,TRUE,,FALSE
246,APOGEE,,,,,,175.4866485595703,-38.2097702,6.7345915,-15.349574,,8.683908,,,,,,,,,,15.511074,,,,TRUE,,3,5,TRUE,,FALSE
247,APOGEE,,,,,,100.90907287597656,-68.87063599,-0.764064,-3.603482,,0.80584013,,,,,,,,,,15.98586,,,,TRUE,,3,5,TRUE,,FALSE
248,BOSS,,,4107385565797288576,,,258.2789611816406,-29.12483788,-1.6209584,-7.324894,,0.08772065,,,,,,,,16.683155,14.260551,15.383914,,,,TRUE,,3,5,TRUE,,FALSE
249,APOGEE,,,,,,126.48829526160355,-65.65629569,,,,,,,,,,,,,,19.788662,,,,TRUE,,3,5,TRUE,,FALSE
250,BOSS,,,,,,245.93031311035156,43.83140945,,,,,,24.747637,23.495625,22.353651,21.190956,20.514248,,,,,,,,TRUE,,3,5,TRUE,,FALSE
251,BOSS,,,5348776421604505472,,,172.87168884277344,-51.20564651,-4.918563,3.613761,,0.14817892,,,,,,,,15.28884,13.912846,14.678274,,,,TRUE,,3,5,TRUE,,FALSE
252,APOGEE,,,,,,177.4503936767578,16.558692932128906,,,,,,20.845938,19.554436,18.946703,18.690798,18.581352,,,,,,,,TRUE,,3,5,TRUE,,FALSE
253,APOGEE,63050394786389543,,429477801692859392,,,0.6187518239021301,61.337989807128906,-1.7693046,-2.299481,,0.34271026,,,,,,,,16.84633,15.060775,15.983837,,,,TRUE,,3,5,TRUE,,FALSE
254,APOGEE,,,,,,224.3972168,8.635515213012695,,,,,,24.062578,21.389425,20.068743,19.395025,19.030811,,,,,,,,TRUE,,3,5,TRUE,,FALSE
255,APOGEE,,,,,,57.30942891717964,76.67025877904055,,,,,,14.734452,14.734452,14.734452,14.734452,14.734452,,,,,,,,TRUE,,3,5,TRUE,,FALSE
256,APOGEE,,,4486999789227958016,,,262.3189697265625,6.788151264190674,8.045208,-13.936562,,1.2926903,,,,,,,,16.499552,15.239317,15.941331,,,,TRUE,,3,5,TRUE,,FALSE
257,APOGEE,,,,,,253.7900848388672,-34.88337708,-3.5851352,-3.582744,,0.25028688,,,,,,,,,,15.574355,,,,TRUE,,3,5,TRUE,,FALSE
258,APOGEE,,,,,,21.139650559740314,72.63876023232206,,,,,,,,,,,,,,10.675391,,,,TRUE,,3,5,TRUE,,FALSE
259,BOSS,,,3112217965076955264,,,104.21683502197266,-1.238292217,-2.6515872,2.8242805,,0.36784115,,,,,,,,12.873659,11.156877,12.046217,,,,TRUE,,3,5,TRUE,,FALSE
260,APOGEE,,,,,,206.4253387451172,4.169458389282227,,,,,,22.84527,23.28901,22.411133,21.800308,21.518261,,,,,,,,TRUE,,3,5,TRUE,,FALSE
261,APOGEE,,,,,,204.8253936767578,17.989782333374023,,,,,,23.078787,26.333214,25.19199,22.51887,22.664995,,,,,,,,TRUE,,3,5,TRUE,,FALSE
262,BOSS,,,,,,173.6584014892578,39.58012771606445,,,,,,25.771442,21.916836,20.394693,19.798885,19.584654,,,,,,,,TRUE,,3,5,TRUE,,FALSE
263,APOGEE,,,,,,272.01531982421875,1.0695526599884033,,,,,,23.846851,20.82615,19.711617,19.372805,19.114819,,,,,,,,TRUE,,3,5,TRUE,,FALSE
264,APOGEE,,,,,,94.86540591,-26.41618993,,,,,,,,,,,,,,14.063766,,,,TRUE,,3,5,TRUE,,FALSE
265,BOSS,,,,,,335.88158963792586,-72.18900065,,,,,,17.158436,17.158436,17.158436,17.158436,17.158436,,,,,,,,TRUE,,3,5,TRUE,,FALSE
266,BOSS,,,,,,214.8327499060461,28.238015523680104,,,,,,16.53069,16.53069,16.53069,16.53069,16.53069,,,,,,,,TRUE,,3,5,TRUE,,FALSE
267,BOSS,,,4091697424653620096,,,279.46258544921875,-20.99000931,-0.90645206,-3.9386024,,0.20236279,,,,,,,,15.705693,13.849323,14.791713,,,,TRUE,,3,5,TRUE,,FALSE
268,APOGEE,,,,,,187.96363830566406,-58.3265686,-13.91975,0.6554736,,0.8078138,,,,,,,,,,15.344174,,,,TRUE,,3,5,TRUE,,FALSE
269,BOSS,63050395284807041,,4056261569267138048,,,269.57135009765625,-29.85884476,3.5069675,-0.34670052,,-0.03125914,,,,,,,,16.890783,14.553944,15.901896,,,,TRUE,,3,5,TRUE,,FALSE
270,BOSS,63050395762065514,,4537316052660289024,,,278.31866455078125,26.545969009399414,-5.0673804,-11.858378,,1.121656,,,,,,,,14.900728,13.96087,14.519752,,,,TRUE,,3,5,TRUE,,FALSE
271,APOGEE,63050396390793034,,6039497666350778496,,,239.82540893554688,-31.5754509,-6.443315,-5.7685194,,0.87194496,,,,,,,,14.540613,13.154329,13.911458,,,,TRUE,,3,5,TRUE,,FALSE
272,APOGEE,,,5831490063783773440,,,244.6187744140625,-59.87011337,-6.093896,-3.9982002,,0.29309118,,,,,,,,13.469457,11.734672,12.629369,,,,TRUE,,3,5,TRUE,,FALSE
273,APOGEE,,,,,,203.5801531336464,63.29292514657524,,,,,,,,,,,,,,17.917465,,,,TRUE,,3,5,TRUE,,FALSE
274,APOGEE,,,,,,171.2684392072577,10.297480704819321,,,,,,14.154331,14.154331,14.154331,14.154331,14.154331,,,,,,,,TRUE,,3,5,TRUE,,FALSE
275,BOSS,,,,,,277.9467468261719,-39.49164581,0.12923425,-3.3333886,,0.16742904,,,,,,,,,,14.430116,,,,TRUE,,3,5,TRUE,,FALSE
276,BOSS,,,,,,120.57569885253906,-44.7967186,-3.833829,5.500197,,0.74139214,,,,,,,,,,15.915638,,,,TRUE,,3,5,TRUE,,FALSE
277,APOGEE,,,,,,304.8626533388269,-41.90018818,,,,,,,,,,,,,,15.144285,,,,TRUE,,3,5,TRUE,,FALSE
278,BOSS,63050396027610459,,5823212493545253760,,,231.50494384765625,-68.65945435,-12.6663065,-4.3131213,,0.60134935,,,,,,,,14.816352,14.112899,14.571983,,,,TRUE,,3,5,TRUE,,FALSE
279,APOGEE,,,,,,90.27867146393328,22.794226001129104,,,,,,18.705862,18.705862,18.705862,18.705862,18.705862,,,,,,,,TRUE,,3,5,TRUE,,FALSE
280,BOSS,,,5386574264107635456,,,166.27969360351562,-46.18291855,-3.431316,-1.6262811,,0.36407766,,,,,,,,15.702174,14.866103,15.369634,,,,TRUE,,3,5,TRUE,,FALSE
281,APOGEE,,,,,,61.12736450284257,16.759570603115137,,,,,,12.857866,12.857866,12.857866,12.857866,12.857866,,,,,,,,TRUE,,3,5,TRUE,,FALSE
282,APOGEE,63050396557766242,115485326,161118516924130304,,,71.87994384765625,32.33192443847656,3.562251,-6.4233055,,0.75918716,,,,,,,,13.540638,11.615866,12.584587,,,,TRUE,,3,5,TRUE,,FALSE
283,APOGEE,,,,,,113.55242156982422,-30.17360878,-0.8978819,2.403713,,0.1563706,,,,,,,,,,15.34702,,,,TRUE,,3,5,TRUE,,FALSE
284,BOSS,,,,,,199.89642507710212,-6.480972486,,,,,,15.024271,15.024271,15.024271,15.024271,15.024271,,,,,,,,TRUE,,3,5,TRUE,,FALSE
285,BOSS,,,,,,22.326122657046138,-62.46450829,,,,,,14.021726,14.021726,14.021726,14.021726,14.021726,,,,,,,,TRUE,,3,5,TRUE,,FALSE
286,APOGEE,,,3382706522822637824,,,98.29799652,23.931608200073242,0.31670055,-3.0029032,,0.2424566,,,,,,,,14.381247,13.11786,13.825673,,,,TRUE,,3,5,TRUE,,FALSE
287,APOGEE,,,,,,249.25001525878906,-8.738912582,,,,,,23.859966,24.619247,23.825565,22.858402,21.004652,,,,,,,,TRUE,,3,5,TRUE,,FALSE
288,APOGEE,,,4074564280338103040,,,285.2690734863281,-24.1451664,-1.1830951,-2.0888999,,0.2850656,,,,,,,,14.804027,13.3257675,14.122156,,,,TRUE,,3,5,TRUE,,FALSE
289,BOSS,,,,,,316.58685568350063,11.665228818436546,,,,,,15.73669,15.73669,15.73669,15.73669,15.73669,,,,,,,,TRUE,,3,5,TRUE,,FALSE
290,APOGEE,,,,,,157.60336303710938,21.31033706665039,,,,,,22.89609,21.903906,21.545723,21.389353,20.904123,,,,,,,,TRUE,,3,5,TRUE,,FALSE
291,BOSS,,,,,,38.057708740234375,55.54185485839844,0.45565102,-0.7535167,,0.2970587,,,,,,,,,,13.239313,,,,TRUE,,3,5,TRUE,,FALSE
292,BOSS,,,,,,135.17893981933594,40.339019775390625,,,,,,25.279095,23.249424,24.734251,24.76783,22.532553,,,,,,,,TRUE,,3,5,TRUE,,FALSE
293,APOGEE,63050396553113421,,66432565569225088,,,57.558013916015625,23.42411994934082,3.793769,-7.1988444,,0.50439936,,,,,,,,15.776256,14.744985,15.347315,,,,TRUE,,3,5,TRUE,,FALSE
294,BOSS,,,5357801625365142144,,,158.6242676,-51.11502075,-14.50671,5.113889,,0.48633903,,,,,,,,16.130934,14.971136,15.630656,,,,TRUE,,3,5,TRUE,,FALSE
295,APOGEE,,,,1007557219,,240.68992614746094,-49.09884644,,,,,,,,,,,,,,,15.071,,,TRUE,,3,5,TRUE,,FALSE
296,APOGEE,63050396577881663,,267419374115099008,,,78.80326080322266,54.58869171142578,-1.7796593,-0.3553971,,0.5525906,,,,,,,,16.44462,15.047129,15.821611,,,,TRUE,,3,5,TRUE,,FALSE
297,APOGEE,,,,,,272.85418701171875,-25.25635147,-0.6261248,-8.990599,,0.32644805,,,,,,,,,,15.679528,,,,TRUE,,3,5,TRUE,,FALSE
298,APOGEE,,,,,,213.80850026124952,8.292458664944874,,,,,,,,,,,,,,14.8571615,,,,TRUE,,3,5,TRUE,,FALSE
299,BOSS,,,,,,339.4684143066406,8.354248047,,,,,,26.27487,22.78128,21.248137,20.169998,19.593122,,,,,,,,TRUE,,3,5,TRUE,,FALSE
300,APOGEE,,,4139691244569450752,,,257.01605224609375,-14.64428139,-2.85011,-4.782603,,0.44464493,,,,,,,,15.917721,14.162873,15.068505,,,,TRUE,,3,5,TRUE,,FALSE
301,BOSS,,,,,,255.8694729648279,82.20284171966875,,,,,,,,,,,,,,16.654812,,,,TRUE,,3,5,TRUE,,FALSE
302,BOSS,,,,,,196.2475586,-52.01388168,-10.449237,-1.8116314,,0.95379496,,,,,,,,,,10.566422,,,,TRUE,,3,5,TRUE,,FALSE
303,APOGEE,,,,,,3.4762230928518623,-46.21451469,,,,,,,,,,,,,,16.690163,,,,TRUE,,3,5,TRUE,,FALSE
304,BOSS,,,5605875534761190144,,,108.19120025634766,-31.08579445,-6.8084106,14.931234,,0.8932869,,,,,,,,15.754414,14.727019,15.322794,,,,TRUE,,3,5,TRUE,,FALSE
305,BOSS,,,,,,322.52260058377294,-19.05090352,,,,,,18.041834,18.041834,18.041834,18.041834,18.041834,,,,,,,,TRUE,,3,5,TRUE,,FALSE
306,APOGEE,63050394919427711,,1942871238520759936,,,351.13299560546875,49.39647674560547,-4.6026883,-4.6394935,,0.67156786,,,,,,,,14.8507,14.016653,14.521241,,,,TRUE,,3,5,TRUE,,FALSE
307,BOSS,,,,,,183.86997985839844,29.93075180053711,,,,,,24.099918,24.064215,23.398298,22.21522,22.669205,,,,,,,,TRUE,,3,5,TRUE,,FALSE
308,APOGEE,,,,,,19.380457904898982,47.13923132685275,,,,,,,,,,,,,,17.578691,,,,TRUE,,3,5,TRUE,,FALSE
309,BOSS,,,,,,145.62500686207454,11.219255621765711,,,,,,14.065916,14.065916,14.065916,14.065916,14.065916,,,,,,,,TRUE,,3,5,TRUE,,FALSE
310,APOGEE,,,,,,247.46183031610875,1.507463912559814,,,,,,16.759418,16.759418,16.759418,16.759418,16.759418,,,,,,,,TRUE,,3,5,TRUE,,FALSE
311,APOGEE,,,,,,112.68246459960938,14.82758617401123,-1.6418208,-91.23109,,1.545224,,,,,,,,,,15.270176,,,,TRUE,,3,5,TRUE,,FALSE
312,APOGEE,,,,,,285.49566650390625,-0.517584503,1.6087799,3.65031,,3.5654547,,,,,,,,,,14.814065,,,,TRUE,,3,5,TRUE,,FALSE
